geoid,units_single_family,units_multi_family,units_total,year
23023,157,0,157,2000
23025,82,0,82,2000
23027,181,38,219,2000
23029,84,2,86,2000
23031,1256,46,1302,2000
24001,79,0,79,2000
24003,2470,608,3078,2000
24005,2068,639,2707,2000
24009,906,25,931,2000
24011,154,0,154,2000
24013,1347,112,1459,2000
24015,683,85,768,2000
24017,1143,90,1233,2000
24019,109,0,109,2000
24021,2695,52,2747,2000
24023,253,0,253,2000
24025,1546,156,1702,2000
24027,1631,551,2182,2000
24029,334,0,334,2000
24031,2931,2019,4950,2000
24033,3179,277,3456,2000
24035,419,0,419,2000
24037,1043,120,1163,2000
24039,27,0,27,2000
24041,339,0,339,2000
24043,559,162,721,2000
24045,371,109,480,2000
24047,627,183,810,2000
24510,219,38,257,2000
25001,1782,100,1882,2000
25003,265,49,314,2000
25005,1526,124,1650,2000
25007,219,27,246,2000
25009,1276,661,1937,2000
25011,201,6,207,2000
25013,665,85,750,2000
25015,356,14,370,2000
25017,2330,1287,3617,2000
25019,185,32,217,2000
25021,1049,493,1542,2000
25023,1611,204,1815,2000
25025,110,542,652,2000
25027,2624,177,2801,2000
26000,220,0,220,2000
26001,135,0,135,2000
26003,91,0,91,2000
26005,642,47,689,2000
26007,90,0,90,2000
26009,308,0,308,2000
26011,81,0,81,2000
26013,51,7,58,2000
26015,319,12,331,2000
26017,248,26,274,2000
26019,250,0,250,2000
26021,485,22,507,2000
26023,123,0,123,2000
26025,368,115,483,2000
26027,314,8,322,2000
26029,371,0,371,2000
26031,240,14,254,2000
26033,199,0,199,2000
26035,146,14,160,2000
26037,430,250,680,2000
26039,100,0,100,2000
26041,180,57,237,2000
26043,104,2,106,2000
26045,519,130,649,2000
26047,378,114,492,2000
26049,1746,578,2324,2000
26051,266,0,266,2000
26053,46,0,46,2000
26055,604,375,979,2000
26057,62,50,112,2000
26059,263,68,331,2000
26061,116,6,122,2000
26063,206,0,206,2000
26065,712,275,987,2000
26067,370,54,424,2000
26069,161,0,161,2000
26071,50,0,50,2000
26073,299,911,1210,2000
26075,688,231,919,2000
26077,907,580,1487,2000
26079,130,2,132,2000
26081,2697,353,3050,2000
26083,25,0,25,2000
26085,113,0,113,2000
26087,566,0,566,2000
26089,276,53,329,2000
26091,475,23,498,2000
26093,1877,290,2167,2000
26095,30,0,30,2000
26097,112,2,114,2000
26099,5093,870,5963,2000
26101,34,18,52,2000
26103,239,28,267,2000
26105,145,46,191,2000
26107,263,0,263,2000
26109,138,0,138,2000
26111,234,65,299,2000
26113,87,6,93,2000
26115,720,482,1202,2000
26117,240,32,272,2000
26119,99,0,99,2000
26121,803,33,836,2000
26123,210,0,210,2000
26125,4654,805,5459,2000
26127,129,24,153,2000
26129,135,0,135,2000
26131,18,0,18,2000
26133,204,0,204,2000
26135,92,0,92,2000
26137,297,20,317,2000
26139,1520,519,2039,2000
26141,134,0,134,2000
26143,373,0,373,2000
26145,630,342,972,2000
26147,936,140,1076,2000
26149,232,8,240,2000
26151,226,0,226,2000
26153,59,0,59,2000
26155,281,61,342,2000
26157,168,4,172,2000
26159,412,35,447,2000
26161,1863,117,1980,2000
26163,2939,1143,4082,2000
26165,164,62,226,2000
27001,157,26,183,2000
27003,1983,64,2047,2000
27005,191,8,199,2000
27007,77,8,85,2000
27009,276,120,396,2000
27011,10,0,10,2000
27013,212,119,331,2000
27015,37,2,39,2000
27017,226,78,304,2000
27019,900,475,1375,2000
27021,383,9,392,2000
27023,40,5,45,2000
27025,635,24,659,2000
27027,181,44,225,2000
27029,5,0,5,2000
27031,106,11,117,2000
27033,13,4,17,2000
27035,793,24,817,2000
27037,2383,783,3166,2000
27039,175,6,181,2000
27041,326,30,356,2000
27043,18,0,18,2000
27045,108,20,128,2000
27047,64,42,106,2000
27049,238,69,307,2000
27051,11,0,11,2000
27053,2706,2218,4924,2000
27055,71,2,73,2000
27057,29,26,55,2000
27059,326,4,330,2000
27061,348,0,348,2000
27063,26,0,26,2000
27065,83,2,85,2000
27067,152,60,212,2000
27069,10,0,10,2000
27071,48,2,50,2000
27073,12,0,12,2000
27075,126,5,131,2000
27077,3,0,3,2000
27079,159,45,204,2000
27081,3,10,13,2000
27083,67,30,97,2000
27085,166,24,190,2000
27087,3,0,3,2000
27089,6,0,6,2000
27091,36,56,92,2000
27093,141,6,147,2000
27095,187,6,193,2000
27097,238,58,296,2000
27099,107,13,120,2000
27101,42,2,44,2000
27103,92,47,139,2000
27105,14,10,24,2000
27107,12,0,12,2000
27109,892,660,1552,2000
27111,112,15,127,2000
27113,22,18,40,2000
27115,72,10,82,2000
27117,30,4,34,2000
27119,90,2,92,2000
27121,125,140,265,2000
27123,517,588,1105,2000
27125,2,2,4,2000
27127,34,2,36,2000
27129,29,0,29,2000
27131,363,64,427,2000
27133,14,16,30,2000
27135,20,4,24,2000
27137,500,81,581,2000
27139,1976,226,2202,2000
27141,1108,179,1287,2000
27143,58,6,64,2000
27145,849,109,958,2000
27147,173,26,199,2000
27149,28,0,28,2000
27151,16,6,22,2000
27153,144,2,146,2000
27155,6,0,6,2000
27157,119,2,121,2000
27159,61,4,65,2000
27161,61,35,96,2000
27163,1795,436,2231,2000
27165,15,0,15,2000
27167,14,0,14,2000
27169,152,17,169,2000
27171,1426,146,1572,2000
27173,24,2,26,2000
28001,12,0,12,2000
28003,29,7,36,2000
28005,4,0,4,2000
28007,11,52,63,2000
28009,1,2,3,2000
28011,47,30,77,2000
28013,1,0,1,2000
28017,6,0,6,2000
28019,2,0,2,2000
28021,0,0,0,2000
28023,7,0,7,2000
28025,25,0,25,2000
28027,22,0,22,2000
28029,10,0,10,2000
28031,2,0,2,2000
28033,1611,864,2475,2000
28035,135,182,317,2000
28037,2,0,2,2000
28039,2,0,2,2000
28041,0,0,0,2000
28043,32,2,34,2000
28045,492,128,620,2000
28047,1088,1134,2222,2000
28049,606,267,873,2000
28051,11,0,11,2000
28053,9,0,9,2000
28055,0,0,0,2000
28057,12,24,36,2000
28059,855,122,977,2000
28061,13,6,19,2000
28063,6,0,6,2000
28065,0,0,0,2000
28067,12,0,12,2000
28069,0,0,0,2000
28071,81,178,259,2000
28073,9,0,9,2000
28075,58,40,98,2000
28077,4,0,4,2000
28079,8,0,8,2000
28081,92,20,112,2000
28083,20,0,20,2000
28085,8,0,8,2000
28087,170,0,170,2000
28089,594,12,606,2000
28091,3,0,3,2000
28093,76,0,76,2000
28095,17,2,19,2000
28097,4,80,84,2000
28099,14,0,14,2000
28101,7,9,16,2000
28103,3,0,3,2000
28105,102,254,356,2000
28107,18,0,18,2000
28109,330,10,340,2000
28111,4,0,4,2000
28113,12,0,12,2000
28115,36,44,80,2000
28117,24,0,24,2000
28119,1,0,1,2000
28121,787,4,791,2000
28123,17,0,17,2000
28125,4,0,4,2000
28127,32,0,32,2000
28129,4,0,4,2000
28131,10,0,10,2000
28133,35,0,35,2000
28135,3,0,3,2000
28137,155,2,157,2000
28139,20,0,20,2000
28141,3,0,3,2000
28143,29,215,244,2000
28145,16,0,16,2000
28147,4,0,4,2000
28149,18,24,42,2000
28151,68,58,126,2000
28153,4,0,4,2000
28155,5,2,7,2000
28157,0,0,0,2000
28159,16,0,16,2000
28161,19,0,19,2000
28163,2,0,2,2000
29001,30,81,111,2000
29003,17,22,39,2000
29005,6,0,6,2000
29007,17,3,20,2000
29009,65,18,83,2000
29011,13,0,13,2000
29013,0,0,0,2000
29015,5,0,5,2000
29017,2,0,2,2000
29019,899,364,1263,2000
29021,207,40,247,2000
29023,22,0,22,2000
29025,2,0,2,2000
29027,38,86,124,2000
29029,25,97,122,2000
29031,150,180,330,2000
29033,6,0,6,2000
29035,1,0,1,2000
29037,637,174,811,2000
29039,10,2,12,2000
29041,4,0,4,2000
29043,472,73,545,2000
29045,4,0,4,2000
29047,660,3,663,2000
29049,166,14,180,2000
29051,447,184,631,2000
29053,20,55,75,2000
29055,19,0,19,2000
29057,0,0,0,2000
29061,2,0,2,2000
29063,0,0,0,2000
29065,3,0,3,2000
29067,12,0,12,2000
29069,34,14,48,2000
29071,533,46,579,2000
29073,11,0,11,2000
29075,4,0,4,2000
29077,1311,603,1914,2000
29079,20,0,20,2000
29081,11,0,11,2000
29083,23,30,53,2000
29085,0,0,0,2000
29087,4,0,4,2000
29089,3,0,3,2000
29091,61,2,63,2000
29093,2,0,2,2000
29095,3086,1261,4347,2000
29097,363,81,444,2000
29099,1242,30,1272,2000
29101,49,24,73,2000
29103,2,0,2,2000
29105,76,30,106,2000
29107,16,0,16,2000
29109,25,18,43,2000
29111,2,6,8,2000
29113,112,2,114,2000
29115,6,4,10,2000
29117,34,0,34,2000
29119,3,4,7,2000
29121,11,0,11,2000
29123,8,0,8,2000
29127,55,52,107,2000
29129,0,0,0,2000
29131,11,44,55,2000
29133,15,8,23,2000
29135,4,0,4,2000
29137,34,0,34,2000
29139,19,4,23,2000
29143,15,0,15,2000
29145,37,0,37,2000
29147,23,36,59,2000
29149,0,0,0,2000
29153,5,0,5,2000
29155,26,10,36,2000
29157,57,0,57,2000
29159,14,2,16,2000
29161,68,98,166,2000
29163,13,0,13,2000
29165,379,88,467,2000
29167,40,26,66,2000
29169,5,2,7,2000
29171,4,0,4,2000
29173,2,0,2,2000
29175,21,0,21,2000
29177,95,4,99,2000
29181,3,0,3,2000
29183,2963,1038,4001,2000
29186,9,0,9,2000
29187,122,118,240,2000
29189,1993,698,2691,2000
29195,15,8,23,2000
29197,20,0,20,2000
29199,6,0,6,2000
29201,53,6,59,2000
29203,1,12,13,2000
29205,0,0,0,2000
29207,33,0,33,2000
29209,22,2,24,2000
29211,6,0,6,2000
29213,229,246,475,2000
29215,9,0,9,2000
29217,15,0,15,2000
29219,269,70,339,2000
29221,1,0,1,2000
29225,65,34,99,2000
29227,0,0,0,2000
29229,15,0,15,2000
29510,162,235,397,2000
30001,7,2,9,2000
30003,0,5,5,2000
30005,2,0,2,2000
30007,6,0,6,2000
30009,27,0,27,2000
30011,0,0,0,2000
30013,81,18,99,2000
30015,2,0,2,2000
30017,8,0,8,2000
30019,1,0,1,2000
30021,1,0,1,2000
30023,11,0,11,2000
30025,0,0,0,2000
30027,5,0,5,2000
30029,188,46,234,2000
30031,317,406,723,2000
30033,0,0,0,2000
30035,1,0,1,2000
30037,0,0,0,2000
30039,0,0,0,2000
30041,5,0,5,2000
30043,3,0,3,2000
30045,0,0,0,2000
30047,34,31,65,2000
30049,40,59,99,2000
30051,0,0,0,2000
30053,2,20,22,2000
30055,0,0,0,2000
30057,2,0,2,2000
30059,0,0,0,2000
30061,5,0,5,2000
30063,299,272,571,2000
30065,1,0,1,2000
30067,5,10,15,2000
30069,0,0,0,2000
30071,1,0,1,2000
30073,1,0,1,2000
30075,0,0,0,2000
30077,0,0,0,2000
30079,0,0,0,2000
30081,35,39,74,2000
30083,7,0,7,2000
30085,1,0,1,2000
30087,2,0,2,2000
30089,2,12,14,2000
30091,0,0,0,2000
30093,29,2,31,2000
30095,21,3,24,2000
30097,1,24,25,2000
30099,2,2,4,2000
30101,2,0,2,2000
30103,0,0,0,2000
30105,0,0,0,2000
30107,0,0,0,2000
30109,0,0,0,2000
30111,408,56,464,2000
31001,81,4,85,2000
31003,16,0,16,2000
31011,3,0,3,2000
31013,2,0,2,2000
31015,0,0,0,2000
31017,4,0,4,2000
31019,160,54,214,2000
31021,7,0,7,2000
31023,7,8,15,2000
31025,148,23,171,2000
31027,23,0,23,2000
31029,12,0,12,2000
31031,7,0,7,2000
31033,32,4,36,2000
31035,19,0,19,2000
31037,7,0,7,2000
31039,13,8,21,2000
31041,6,0,6,2000
31043,60,16,76,2000
31045,7,0,7,2000
31047,18,4,22,2000
31049,3,0,3,2000
31051,11,0,11,2000
31053,93,48,141,2000
31055,2087,801,2888,2000
31057,0,0,0,2000
31059,10,0,10,2000
31061,4,0,4,2000
31063,2,0,2,2000
31065,6,0,6,2000
31067,27,121,148,2000
31069,2,0,2,2000
31071,3,0,3,2000
31073,8,0,8,2000
31077,0,0,0,2000
31079,111,36,147,2000
31081,33,0,33,2000
31083,2,0,2,2000
31085,2,0,2,2000
31087,0,0,0,2000
31089,36,8,44,2000
31091,0,0,0,2000
31093,20,36,56,2000
31095,5,0,5,2000
31097,6,0,6,2000
31099,7,0,7,2000
31101,116,24,140,2000
31105,0,0,0,2000
31107,6,0,6,2000
31109,1312,385,1697,2000
31111,109,52,161,2000
31115,0,0,0,2000
31119,75,20,95,2000
31121,18,0,18,2000
31123,3,0,3,2000
31125,2,0,2,2000
31127,9,0,9,2000
31129,3,0,3,2000
31131,128,0,128,2000
31133,2,0,2,2000
31135,1,0,1,2000
31137,3,5,8,2000
31139,20,0,20,2000
31141,60,56,116,2000
31143,2,8,10,2000
31145,8,24,32,2000
31147,0,0,0,2000
31149,2,0,2,2000
31151,23,18,41,2000
31153,1127,766,1893,2000
31155,86,19,105,2000
31157,66,4,70,2000
31159,50,24,74,2000
31161,1,0,1,2000
31163,2,0,2,2000
31167,15,0,15,2000
31169,3,4,7,2000
31173,12,0,12,2000
31175,1,2,3,2000
31177,102,10,112,2000
31179,13,0,13,2000
31181,2,0,2,2000
31183,0,0,0,2000
31185,21,0,21,2000
32001,110,7,117,2000
32003,21282,4942,26224,2000
32005,542,104,646,2000
32007,102,42,144,2000
32013,6,42,48,2000
32015,4,0,4,2000
32017,12,0,12,2000
32019,172,55,227,2000
32021,3,0,3,2000
32023,0,0,0,2000
32027,4,0,4,2000
32029,27,3,30,2000
32031,3177,1367,4544,2000
32033,6,0,6,2000
32510,276,0,276,2000
33001,436,22,458,2000
33003,410,8,418,2000
33005,255,29,284,2000
33007,73,4,77,2000
33009,327,40,367,2000
33011,1565,278,1843,2000
33013,688,4,692,2000
33015,1579,150,1729,2000
33017,562,36,598,2000
33019,202,12,214,2000
34001,1433,192,1625,2000
34003,1076,1771,2847,2000
34005,2282,493,2775,2000
34007,686,110,796,2000
34009,791,451,1242,2000
34011,226,29,255,2000
34013,686,805,1491,2000
34015,1294,43,1337,2000
34017,98,1240,1338,2000
34019,616,0,616,2000
34021,1210,73,1283,2000
34023,1850,610,2460,2000
34025,2268,644,2912,2000
34027,2122,562,2684,2000
34029,5032,601,5633,2000
34031,341,116,457,2000
34033,161,0,161,2000
34035,1227,1055,2282,2000
34037,719,0,719,2000
34039,387,389,776,2000
34041,755,141,896,2000
35000,1490,0,1490,2000
35001,3737,110,3847,2000
35005,30,0,30,2000
35009,39,0,39,2000
35013,754,228,982,2000
35015,31,0,31,2000
35025,2,0,2,2000
35027,168,12,180,2000
35028,76,120,196,2000
35029,25,0,25,2000
35031,29,115,144,2000
35035,96,48,144,2000
35039,9,0,9,2000
35041,13,2,15,2000
35043,576,0,576,2000
35045,169,3,172,2000
35049,354,41,395,2000
35053,8,0,8,2000
35055,234,0,234,2000
35061,350,0,350,2000
36001,591,144,735,2000
36003,99,0,99,2000
36005,36,1610,1646,2000
36007,156,2,158,2000
36009,147,15,162,2000
36011,142,6,148,2000
36013,208,28,236,2000
36015,142,36,178,2000
36017,66,15,81,2000
36019,189,52,241,2000
36021,186,4,190,2000
36023,63,0,63,2000
36025,133,2,135,2000
36027,983,20,1003,2000
36029,1446,737,2183,2000
36031,136,12,148,2000
36033,93,0,93,2000
36035,95,19,114,2000
36037,104,2,106,2000
36039,185,0,185,2000
36041,52,0,52,2000
36043,124,0,124,2000
36045,164,0,164,2000
36047,133,2771,2904,2000
36049,150,0,150,2000
36051,133,160,293,2000
36053,123,4,127,2000
36055,1595,565,2160,2000
36057,53,0,53,2000
36059,753,753,1506,2000
36061,0,5110,5110,2000
36063,457,32,489,2000
36065,253,28,281,2000
36067,932,291,1223,2000
36069,372,75,447,2000
36071,1598,402,2000,2000
36073,65,0,65,2000
36075,227,14,241,2000
36077,141,436,577,2000
36079,344,15,359,2000
36081,87,2636,2723,2000
36083,332,48,380,2000
36085,1361,1306,2667,2000
36087,351,196,547,2000
36089,228,14,242,2000
36091,993,159,1152,2000
36093,200,50,250,2000
36095,68,12,80,2000
36097,38,0,38,2000
36099,46,0,46,2000
36101,237,8,245,2000
36103,3910,1022,4932,2000
36105,277,6,283,2000
36107,77,18,95,2000
36109,165,391,556,2000
36111,510,38,548,2000
36113,321,57,378,2000
36115,164,8,172,2000
36117,255,65,320,2000
36119,1287,839,2126,2000
36121,82,10,92,2000
36123,66,0,66,2000
37001,872,73,945,2000
37003,156,10,166,2000
37005,151,0,151,2000
37007,31,0,31,2000
37009,239,0,239,2000
37011,142,6,148,2000
37013,190,0,190,2000
37015,28,0,28,2000
37017,63,0,63,2000
37019,1333,116,1449,2000
37021,991,336,1327,2000
37023,296,6,302,2000
37025,1452,272,1724,2000
37027,400,42,442,2000
37029,63,0,63,2000
37031,444,15,459,2000
37033,89,0,89,2000
37035,1152,128,1280,2000
37037,418,0,418,2000
37039,271,0,271,2000
37041,42,0,42,2000
37043,151,0,151,2000
37045,352,18,370,2000
37047,93,6,99,2000
37049,442,48,490,2000
37051,814,730,1544,2000
37053,336,4,340,2000
37055,899,21,920,2000
37057,756,137,893,2000
37059,328,0,328,2000
37061,97,70,167,2000
37063,1541,1322,2863,2000
37065,95,0,95,2000
37067,2191,684,2875,2000
37069,372,2,374,2000
37071,1075,138,1213,2000
37073,18,0,18,2000
37075,58,0,58,2000
37077,392,22,414,2000
37079,31,0,31,2000
37081,3059,470,3529,2000
37083,94,0,94,2000
37085,612,80,692,2000
37087,393,0,393,2000
37089,670,50,720,2000
37091,26,5,31,2000
37093,261,0,261,2000
37095,20,0,20,2000
37097,1342,488,1830,2000
37099,424,321,745,2000
37101,1180,455,1635,2000
37103,5,0,5,2000
37105,231,0,231,2000
37107,194,48,242,2000
37109,662,171,833,2000
37111,122,10,132,2000
37113,359,0,359,2000
37115,143,0,143,2000
37117,50,0,50,2000
37119,8564,5396,13960,2000
37121,70,0,70,2000
37123,102,0,102,2000
37125,601,71,672,2000
37127,523,172,695,2000
37129,1403,457,1860,2000
37131,45,0,45,2000
37133,634,281,915,2000
37135,1025,45,1070,2000
37137,56,0,56,2000
37139,108,0,108,2000
37141,293,55,348,2000
37143,63,0,63,2000
37145,172,8,180,2000
37147,722,1044,1766,2000
37149,121,0,121,2000
37151,575,340,915,2000
37153,274,0,274,2000
37155,401,12,413,2000
37157,290,52,342,2000
37159,630,134,764,2000
37161,280,10,290,2000
37163,134,0,134,2000
37165,88,56,144,2000
37167,275,12,287,2000
37169,141,42,183,2000
37171,214,8,222,2000
37173,105,50,155,2000
37175,238,0,238,2000
37177,9,0,9,2000
37179,2289,168,2457,2000
37181,136,2,138,2000
37183,7967,4226,12193,2000
37185,89,0,89,2000
37187,17,0,17,2000
37189,497,76,573,2000
37191,357,71,428,2000
37193,235,7,242,2000
37195,392,206,598,2000
37197,134,4,138,2000
37199,81,6,87,2000
38001,10,0,10,2000
38003,9,2,11,2000
38005,0,0,0,2000
38007,0,0,0,2000
38009,1,0,1,2000
38011,4,0,4,2000
38013,3,0,3,2000
38015,301,108,409,2000
38017,467,612,1079,2000
38019,0,0,0,2000
38021,1,0,1,2000
38023,0,0,0,2000
38025,2,0,2,2000
38027,3,0,3,2000
38029,12,0,12,2000
38031,3,0,3,2000
38033,0,0,0,2000
38035,61,2,63,2000
38037,1,0,1,2000
38039,0,0,0,2000
38041,0,0,0,2000
38043,4,0,4,2000
38045,6,0,6,2000
38047,0,0,0,2000
38049,5,0,5,2000
38051,5,0,5,2000
38053,0,0,0,2000
38055,9,0,9,2000
38057,8,0,8,2000
38059,85,8,93,2000
38061,8,0,8,2000
38063,2,2,4,2000
38065,1,0,1,2000
38067,5,0,5,2000
38069,3,2,5,2000
38071,18,0,18,2000
38073,6,40,46,2000
38075,4,0,4,2000
38077,23,0,23,2000
38079,3,0,3,2000
38081,6,0,6,2000
38083,0,0,0,2000
38085,0,0,0,2000
38087,0,0,0,2000
38089,34,0,34,2000
38091,0,0,0,2000
38093,24,27,51,2000
38095,0,0,0,2000
38097,7,0,7,2000
38099,4,4,8,2000
38101,85,64,149,2000
38103,1,0,1,2000
38105,25,0,25,2000
39001,1,0,1,2000
39003,215,16,231,2000
39005,171,14,185,2000
39007,445,4,449,2000
39009,38,3,41,2000
39011,154,10,164,2000
39013,25,0,25,2000
39015,87,24,111,2000
39017,1887,498,2385,2000
39019,12,12,24,2000
39021,175,0,175,2000
39023,274,10,284,2000
39025,1156,501,1657,2000
39027,198,8,206,2000
39029,55,85,140,2000
39031,5,3,8,2000
39033,93,0,93,2000
39035,1777,432,2209,2000
39037,170,7,177,2000
39039,134,8,142,2000
39041,3061,32,3093,2000
39043,277,32,309,2000
39045,817,97,914,2000
39047,105,0,105,2000
39049,4885,4436,9321,2000
39051,147,16,163,2000
39053,5,2,7,2000
39055,519,0,519,2000
39057,522,338,860,2000
39059,84,0,84,2000
39061,1321,619,1940,2000
39063,243,62,305,2000
39065,62,5,67,2000
39067,0,0,0,2000
39069,72,0,72,2000
39071,59,0,59,2000
39073,4,0,4,2000
39075,3,16,19,2000
39077,147,13,160,2000
39079,150,36,186,2000
39081,32,80,112,2000
39083,290,35,325,2000
39085,674,87,761,2000
39087,71,32,103,2000
39089,1014,121,1135,2000
39091,246,14,260,2000
39093,1326,458,1784,2000
39095,981,246,1227,2000
39097,183,2,185,2000
39099,612,104,716,2000
39101,129,5,134,2000
39103,1443,238,1681,2000
39105,12,0,12,2000
39107,113,46,159,2000
39109,265,0,265,2000
39111,0,0,0,2000
39113,1055,329,1384,2000
39115,1,0,1,2000
39117,51,0,51,2000
39119,22,164,186,2000
39121,32,0,32,2000
39123,239,4,243,2000
39125,78,65,143,2000
39127,34,0,34,2000
39129,205,0,205,2000
39131,14,82,96,2000
39133,725,12,737,2000
39135,167,9,176,2000
39137,78,14,92,2000
39139,310,228,538,2000
39141,53,15,68,2000
39143,141,8,149,2000
39145,4,2,6,2000
39147,187,16,203,2000
39149,186,24,210,2000
39151,1189,66,1255,2000
39153,1851,754,2605,2000
39155,365,103,468,2000
39157,143,30,173,2000
39159,450,0,450,2000
39161,82,2,84,2000
39163,0,0,0,2000
39165,2353,553,2906,2000
39167,19,0,19,2000
39169,408,89,497,2000
39171,141,29,170,2000
39173,433,321,754,2000
39175,62,6,68,2000
40001,6,4,10,2000
40003,0,0,0,2000
40005,1,0,1,2000
40007,1,0,1,2000
40009,36,60,96,2000
40011,1,0,1,2000
40013,21,0,21,2000
40015,26,2,28,2000
40017,237,22,259,2000
40019,74,74,148,2000
40021,6,152,158,2000
40023,7,0,7,2000
40025,0,0,0,2000
40027,795,16,811,2000
40029,1,0,1,2000
40031,128,10,138,2000
40033,2,0,2,2000
40035,2,0,2,2000
40037,77,26,103,2000
40039,35,10,45,2000
40041,115,0,115,2000
40043,0,0,0,2000
40045,2,0,2,2000
40047,55,4,59,2000
40049,8,0,8,2000
40051,65,0,65,2000
40053,1,0,1,2000
40055,1,0,1,2000
40059,2,0,2,2000
40061,3,0,3,2000
40063,9,0,9,2000
40065,14,0,14,2000
40067,1,0,1,2000
40069,3,24,27,2000
40071,43,35,78,2000
40073,27,0,27,2000
40075,3,0,3,2000
40077,7,0,7,2000
40079,46,0,46,2000
40081,24,0,24,2000
40083,16,0,16,2000
40085,0,0,0,2000
40087,118,5,123,2000
40089,28,0,28,2000
40091,17,50,67,2000
40093,2,0,2,2000
40095,1,0,1,2000
40097,33,6,39,2000
40099,15,0,15,2000
40101,76,0,76,2000
40103,10,0,10,2000
40105,1,5,6,2000
40107,1,0,1,2000
40109,2896,1196,4092,2000
40111,33,2,35,2000
40113,46,0,46,2000
40115,7,8,15,2000
40117,0,0,0,2000
40119,136,84,220,2000
40121,37,6,43,2000
40123,18,14,32,2000
40125,100,0,100,2000
40127,1,0,1,2000
40129,0,0,0,2000
40131,444,4,448,2000
40133,6,0,6,2000
40135,51,45,96,2000
40137,43,0,43,2000
40139,11,64,75,2000
40141,0,0,0,2000
40143,2483,232,2715,2000
40145,417,11,428,2000
40147,37,0,37,2000
40149,1,0,1,2000
40151,5,0,5,2000
40153,6,0,6,2000
41000,176,98,274,2000
41001,28,0,28,2000
41003,226,38,264,2000
41005,1771,540,2311,2000
41007,137,17,154,2000
41009,255,23,278,2000
41011,34,2,36,2000
41013,201,4,205,2000
41015,83,39,122,2000
41017,1897,202,2099,2000
41019,305,58,363,2000
41021,1,0,1,2000
41025,11,0,11,2000
41027,88,21,109,2000
41029,1140,211,1351,2000
41031,205,4,209,2000
41033,367,57,424,2000
41035,148,2,150,2000
41037,16,0,16,2000
41039,1153,177,1330,2000
41041,177,137,314,2000
41043,369,143,512,2000
41045,56,0,56,2000
41047,1193,231,1424,2000
41051,1420,1171,2591,2000
41053,167,93,260,2000
41055,4,0,4,2000
41057,171,8,179,2000
41059,108,36,144,2000
41061,46,0,46,2000
41065,27,4,31,2000
41067,3229,598,3827,2000
41069,4,0,4,2000
41071,406,344,750,2000
42001,600,39,639,2000
42003,1865,841,2706,2000
42005,97,54,151,2000
42007,457,10,467,2000
42009,153,22,175,2000
42011,1583,226,1809,2000
42013,212,14,226,2000
42015,159,0,159,2000
42017,2368,400,2768,2000
42019,857,173,1030,2000
42021,211,9,220,2000
42023,9,0,9,2000
42025,205,2,207,2000
42027,554,99,653,2000
42029,2912,139,3051,2000
42031,114,6,120,2000
42033,186,0,186,2000
42035,127,10,137,2000
42037,206,53,259,2000
42039,227,13,240,2000
42041,926,82,1008,2000
42043,648,132,780,2000
42045,886,256,1142,2000
42047,99,0,99,2000
42049,574,130,704,2000
42051,292,60,352,2000
42053,47,0,47,2000
42055,594,120,714,2000
42057,49,0,49,2000
42059,82,24,106,2000
42061,178,2,180,2000
42063,135,200,335,2000
42065,143,0,143,2000
42067,49,0,49,2000
42069,370,150,520,2000
42071,1704,312,2016,2000
42073,177,93,270,2000
42075,514,0,514,2000
42077,1208,136,1344,2000
42079,568,35,603,2000
42081,283,30,313,2000
42083,88,0,88,2000
42085,303,129,432,2000
42087,120,0,120,2000
42089,1481,149,1630,2000
42091,2780,278,3058,2000
42093,62,0,62,2000
42095,1091,221,1312,2000
42097,163,6,169,2000
42099,156,9,165,2000
42101,95,1238,1333,2000
42103,469,6,475,2000
42105,105,0,105,2000
42107,289,63,352,2000
42109,110,11,121,2000
42111,210,30,240,2000
42113,25,0,25,2000
42115,130,0,130,2000
